,Mother_Eductaion,Binned_Revision_Time,Father_Education,Wants_Higher_Education,Age,Past_Class_Failures,Week_Drugs_Consumption,Abscence,Extra_Activities,Internet_Access,Final_grade
443,2,Medium_time,4,yes,17,0,2,4,yes,yes,Medium
444,1,short_time,2,yes,19,1,5,2,no,no,Low
445,3,Medium_time,3,yes,15,0,3,4,no,yes,Medium
446,1,Medium_time,1,no,19,1,3,3,no,no,Low
447,1,Medium_time,1,no,17,1,5,0,no,yes,Low
448,3,Medium_time,4,yes,18,1,1,3,yes,yes,Low
449,3,Medium_time,3,yes,15,0,3,2,yes,yes,Medium
450,3,Medium_time,1,yes,18,1,3,14,yes,yes,Low
451,3,Medium_time,2,yes,15,0,2,4,no,yes,Medium
452,1,short_time,1,yes,19,2,2,0,no,yes,Medium
453,4,Medium_time,4,yes,15,0,1,2,yes,yes,Medium
454,3,short_time,1,yes,17,0,4,2,no,yes,Low
455,2,Medium_time,2,yes,20,0,1,4,no,yes,Low
456,1,short_time,1,no,19,3,3,0,no,no,Medium
457,1,Medium_time,2,yes,18,1,1,8,no,yes,Medium
458,1,Medium_time,2,yes,18,0,3,0,no,no,Medium
459,3,Medium_time,4,yes,16,0,2,8,no,yes,Medium
460,3,short_time,1,no,19,1,5,1,no,no,Low
461,4,long_time,4,yes,16,0,2,6,yes,yes,Medium
462,3,Medium_time,3,yes,16,0,1,0,yes,yes,High
463,3,short_time,2,no,17,0,1,2,yes,no,Low
464,0,Medium_time,2,yes,15,1,5,0,no,yes,Low
465,4,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
466,2,Medium_time,2,yes,17,0,2,4,no,yes,Medium
467,1,short_time,1,no,19,1,1,0,no,no,Low
468,3,Medium_time,2,yes,17,0,3,4,no,yes,Medium
469,4,Medium_time,4,yes,15,0,4,0,yes,yes,High
470,3,Medium_time,1,no,18,1,4,0,no,no,Medium
471,3,short_time,2,yes,16,0,2,8,no,yes,Medium
472,3,Medium_time,3,yes,16,0,1,18,yes,yes,Medium
473,3,Medium_time,3,yes,16,1,5,4,yes,yes,Medium
474,3,Medium_time,2,yes,15,0,4,4,yes,yes,Medium
475,3,Medium_time,1,yes,15,0,2,6,yes,yes,Medium
476,2,Medium_time,1,no,19,1,5,0,yes,yes,Low
477,4,Medium_time,2,yes,15,0,2,8,yes,yes,Medium
478,0,Medium_time,1,yes,16,0,3,2,no,yes,Medium
479,3,Medium_time,0,yes,17,0,3,0,yes,yes,Medium
480,2,Medium_time,0,yes,17,1,3,3,no,yes,Medium
481,1,Medium_time,1,yes,16,1,2,4,no,yes,Low
482,1,long_time,4,yes,15,0,1,2,no,yes,High
483,3,Medium_time,2,yes,15,0,4,0,yes,yes,Medium
484,3,Medium_time,3,yes,16,1,5,0,yes,yes,High
485,3,long_time,4,yes,15,0,2,4,no,yes,High
486,1,short_time,1,yes,18,1,2,3,no,yes,Medium
487,2,Medium_time,4,yes,16,0,1,8,no,yes,Medium
488,3,Medium_time,2,yes,17,0,2,0,yes,no,Medium
489,3,Medium_time,1,no,16,1,5,0,no,yes,Low
490,2,Medium_time,1,yes,17,0,1,9,no,yes,Low
491,4,very_long_time,3,yes,15,0,3,4,no,yes,Medium
492,1,Medium_time,1,yes,16,0,5,4,yes,yes,Medium
493,1,short_time,1,yes,16,0,2,4,no,yes,Medium
494,2,Medium_time,1,yes,19,1,1,2,yes,yes,Low
495,4,Medium_time,1,yes,16,0,1,4,no,yes,High
496,2,short_time,2,yes,16,1,2,4,no,no,Low
497,3,Medium_time,1,no,17,1,5,0,no,no,Low
498,2,very_long_time,3,yes,17,0,1,4,no,yes,Medium
499,3,Medium_time,2,yes,17,0,3,0,yes,no,Medium
500,1,Medium_time,1,no,19,1,1,10,no,yes,Medium
501,3,Medium_time,2,yes,17,1,2,12,no,no,Medium
502,4,Medium_time,4,yes,17,0,3,4,yes,yes,High
503,3,short_time,2,yes,16,2,4,8,yes,yes,Medium
504,3,long_time,3,yes,16,0,1,1,no,yes,Medium
505,2,Medium_time,2,yes,16,0,1,4,yes,yes,Low
506,2,Medium_time,2,yes,15,0,3,4,yes,yes,High
507,1,Medium_time,1,no,19,1,5,3,yes,yes,Low
508,2,short_time,1,no,16,1,5,5,no,no,Medium
509,3,Medium_time,4,yes,17,0,1,4,yes,yes,Medium
510,2,Medium_time,2,yes,18,0,3,2,no,yes,Medium
511,1,Medium_time,1,no,19,1,4,14,no,yes,Low
512,2,long_time,2,yes,17,1,1,0,no,yes,Medium
513,2,Medium_time,2,yes,16,0,2,2,no,yes,Medium
514,4,Medium_time,2,yes,16,0,3,2,yes,yes,Medium
515,4,Medium_time,1,yes,15,0,2,2,yes,yes,Medium
516,3,short_time,2,yes,20,0,1,4,yes,yes,High
517,1,short_time,1,no,17,1,3,4,no,yes,Low
518,1,very_long_time,2,no,20,1,5,0,yes,no,Medium
519,3,long_time,4,yes,17,0,1,6,no,yes,Medium
520,4,Medium_time,3,yes,15,0,3,4,yes,yes,Medium
521,1,short_time,1,yes,16,1,3,0,yes,yes,Low
522,4,Medium_time,3,yes,15,0,3,0,yes,yes,Low
523,4,long_time,4,yes,15,0,3,0,yes,yes,Medium
524,4,Medium_time,4,yes,15,0,2,0,no,yes,Medium
525,3,Medium_time,3,yes,15,0,3,2,no,yes,Medium
526,0,Medium_time,3,no,15,0,1,6,no,no,Medium
527,2,short_time,2,no,16,0,2,4,no,yes,Medium
528,1,Medium_time,4,yes,17,0,3,4,yes,yes,Medium
529,1,Medium_time,2,no,18,1,5,0,yes,yes,Low
530,4,Medium_time,2,yes,15,0,1,4,yes,yes,Medium
531,2,Medium_time,2,yes,16,0,2,4,no,yes,Low
532,3,Medium_time,3,yes,16,0,3,4,yes,yes,Medium
533,2,Medium_time,2,yes,17,0,3,16,yes,yes,Medium
534,1,Medium_time,2,yes,19,1,1,0,no,no,Low
535,3,Medium_time,3,yes,16,0,3,4,yes,yes,Medium
536,3,Medium_time,2,yes,15,1,1,3,no,yes,Medium
537,1,Medium_time,2,yes,17,0,3,1,no,yes,Medium
538,3,short_time,1,no,16,1,4,3,no,yes,Low
539,4,Medium_time,3,yes,15,0,3,0,no,yes,Medium
540,3,Medium_time,2,yes,16,0,2,0,no,yes,Medium
541,3,Medium_time,3,yes,15,0,3,0,no,yes,Medium
542,2,Medium_time,2,yes,16,0,3,0,no,yes,Medium
543,3,Medium_time,2,yes,19,1,4,0,no,yes,Medium
544,2,Medium_time,2,yes,16,0,5,2,yes,yes,Medium
545,1,Medium_time,3,yes,16,0,2,0,yes,yes,Medium
546,2,Medium_time,3,yes,16,0,4,0,no,yes,Low
547,4,Medium_time,4,yes,15,0,3,2,no,yes,Medium
548,3,Medium_time,4,yes,16,1,5,2,yes,yes,Medium
549,3,Medium_time,2,yes,18,0,2,0,no,no,High
550,2,Medium_time,2,no,20,1,3,12,yes,yes,Low
551,1,Medium_time,4,yes,20,0,2,4,yes,yes,Medium
552,4,Medium_time,2,yes,15,0,2,0,yes,yes,Medium
553,4,short_time,4,yes,15,1,1,0,yes,yes,Medium
554,4,Medium_time,2,yes,15,0,4,2,yes,yes,Medium
555,1,Medium_time,1,yes,18,2,4,4,no,yes,Medium
556,3,Medium_time,2,yes,18,0,3,0,no,yes,Medium
557,3,Medium_time,4,yes,18,0,2,4,yes,yes,High
558,3,Medium_time,3,yes,17,0,2,0,no,yes,High
559,2,Medium_time,3,yes,16,0,4,16,yes,yes,Medium
560,3,short_time,1,yes,19,1,5,0,no,yes,Medium
561,3,Medium_time,3,yes,16,0,3,2,no,yes,Medium
562,3,short_time,1,no,19,1,4,0,yes,yes,Low
563,3,very_long_time,2,yes,18,0,3,4,no,yes,Medium
564,1,short_time,2,yes,17,1,1,6,no,no,Low
565,4,long_time,4,yes,18,0,3,0,no,yes,Medium
566,2,Medium_time,2,yes,17,0,2,0,no,yes,Medium
567,3,short_time,1,no,19,3,1,0,yes,yes,Low
568,3,Medium_time,3,yes,17,0,3,8,yes,yes,Medium
569,3,short_time,1,yes,17,1,2,0,no,no,Low
570,3,short_time,3,yes,18,0,2,4,yes,yes,Medium
571,3,Medium_time,2,yes,15,0,3,0,no,yes,Low
572,3,short_time,2,no,19,1,1,2,yes,yes,Low
573,3,short_time,3,yes,15,0,2,4,yes,no,Medium
574,4,Medium_time,4,yes,15,0,3,10,yes,yes,High
575,3,short_time,3,yes,16,1,2,4,yes,yes,Low
576,4,Medium_time,4,yes,17,0,2,4,no,yes,Medium
577,3,long_time,2,yes,16,1,2,4,no,yes,Low
578,3,Medium_time,1,yes,15,0,3,0,no,yes,Medium
579,2,Medium_time,3,yes,17,0,3,4,no,yes,Medium
580,4,Medium_time,2,yes,16,0,3,6,yes,yes,High
581,1,Medium_time,1,no,20,1,2,3,yes,yes,Low
582,3,short_time,1,no,17,3,3,11,yes,yes,Medium
583,3,Medium_time,2,yes,17,1,2,9,no,yes,Medium
584,3,short_time,2,yes,17,0,3,4,no,no,Medium
585,4,Medium_time,4,yes,17,0,3,4,no,yes,High
586,3,Medium_time,2,yes,15,0,3,0,no,yes,Medium
587,3,Medium_time,3,yes,15,0,1,2,no,yes,Low
588,1,short_time,1,no,20,3,3,0,no,no,Low
589,4,Medium_time,2,yes,16,0,4,4,yes,yes,Medium
590,2,Medium_time,1,yes,16,1,5,2,yes,no,Medium
591,4,Medium_time,2,yes,15,0,2,6,no,yes,Medium
592,4,long_time,4,yes,16,0,1,8,no,no,High
593,2,Medium_time,2,yes,18,1,3,2,no,no,Medium
594,4,Medium_time,4,yes,16,0,3,0,yes,yes,High
595,1,Medium_time,2,yes,16,0,2,2,yes,yes,Medium
596,0,Medium_time,2,yes,15,0,1,6,yes,yes,Medium
597,3,Medium_time,3,yes,17,0,3,2,no,yes,Medium
598,3,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
599,3,Medium_time,1,yes,15,1,3,2,yes,yes,Medium
600,3,Medium_time,2,yes,16,0,3,4,yes,yes,Medium
601,3,Medium_time,2,yes,16,0,2,0,no,yes,Medium
602,4,Medium_time,3,yes,15,0,3,8,no,yes,Medium
603,1,Medium_time,1,yes,20,1,2,11,no,no,Low
604,1,Medium_time,1,yes,18,0,3,0,yes,yes,Medium
605,4,Medium_time,2,yes,15,0,1,8,yes,yes,Medium
606,3,Medium_time,4,yes,18,0,3,10,yes,yes,Medium
607,3,very_long_time,2,yes,15,0,3,2,yes,yes,Medium
608,3,short_time,3,yes,18,0,2,4,yes,yes,Medium
609,3,Medium_time,3,yes,16,1,2,4,no,yes,Medium
610,4,long_time,4,yes,16,0,2,4,yes,yes,High
611,2,short_time,1,no,16,1,5,4,no,no,Medium
612,3,Medium_time,4,yes,18,0,3,8,no,yes,Medium
613,1,short_time,1,no,19,2,3,9,no,no,Low
614,3,Medium_time,4,yes,19,2,5,0,no,no,Low
615,3,Medium_time,4,yes,16,0,2,0,no,yes,Medium
616,3,short_time,1,yes,17,0,3,0,yes,yes,Medium
617,4,Medium_time,4,yes,16,0,3,12,yes,yes,Medium
618,1,short_time,2,no,17,1,4,0,no,yes,Low
619,3,Medium_time,3,yes,19,0,3,5,yes,yes,Medium
620,3,Medium_time,1,yes,16,1,5,2,yes,yes,Medium
621,2,Medium_time,2,yes,15,0,2,2,no,yes,Medium
622,4,short_time,4,yes,15,0,2,1,yes,yes,Medium
623,1,Medium_time,2,yes,18,1,3,0,yes,yes,Medium
624,3,Medium_time,2,yes,16,0,4,2,yes,yes,Medium
625,3,Medium_time,1,no,19,1,3,2,no,yes,Low
626,1,short_time,1,no,19,1,2,5,yes,no,Low
627,1,Medium_time,4,yes,16,0,2,2,no,yes,Medium
628,4,Medium_time,2,yes,18,0,3,0,no,yes,Low
629,3,short_time,1,yes,19,1,5,2,yes,yes,Medium
630,3,Medium_time,1,yes,17,0,2,8,no,yes,Medium
631,3,Medium_time,1,yes,16,0,3,6,no,yes,Medium
632,3,Medium_time,3,yes,17,0,2,0,yes,yes,Low
633,4,short_time,3,yes,15,0,5,2,yes,yes,Medium
634,4,Medium_time,4,yes,15,0,4,8,no,yes,Medium
635,1,Medium_time,1,yes,16,1,2,0,no,yes,Low
636,3,short_time,3,yes,16,1,4,0,yes,yes,High
637,3,short_time,4,yes,18,0,2,2,no,yes,Medium
638,0,Medium_time,3,yes,15,0,2,22,yes,yes,Medium
639,1,short_time,1,yes,19,1,1,12,yes,yes,Low
640,3,Medium_time,2,yes,17,0,2,4,no,yes,Medium
641,0,Medium_time,0,yes,17,0,3,4,no,yes,Medium
642,2,Medium_time,2,no,17,0,3,8,no,yes,Medium
643,2,Medium_time,2,yes,15,0,2,6,no,yes,Medium
644,2,Medium_time,3,no,16,0,5,25,yes,yes,Low
645,1,Medium_time,2,yes,17,0,2,2,no,no,Medium
646,2,long_time,2,yes,16,0,1,0,no,yes,High
647,2,short_time,2,yes,17,0,2,0,yes,no,Medium
648,3,Medium_time,4,yes,16,0,3,0,yes,no,High
649,2,Medium_time,2,yes,15,0,1,0,yes,yes,Medium
650,1,Medium_time,1,no,16,1,3,0,no,no,Medium
651,3,Medium_time,2,yes,16,1,1,0,yes,yes,Low
652,4,short_time,2,yes,16,0,3,8,yes,yes,Medium
653,3,Medium_time,3,yes,15,0,4,10,yes,yes,Medium
654,2,short_time,3,yes,16,0,3,4,yes,yes,Medium
655,4,Medium_time,2,yes,16,1,3,4,yes,yes,Medium
656,1,short_time,1,no,17,1,1,0,no,no,Low
657,1,Medium_time,1,yes,18,1,2,0,yes,yes,Low
658,1,short_time,1,no,19,3,2,12,no,yes,Low
659,3,long_time,4,yes,18,0,3,0,yes,yes,Medium
660,1,short_time,1,no,19,1,2,0,no,yes,Low
661,3,very_long_time,2,yes,16,0,2,2,yes,yes,Medium
662,4,Medium_time,4,yes,15,0,1,4,no,yes,Medium
663,3,Medium_time,1,no,18,1,3,0,yes,yes,Low
664,3,Medium_time,0,yes,20,0,3,3,no,yes,Medium
665,4,long_time,1,yes,15,0,4,0,no,yes,High
666,1,short_time,1,no,17,3,1,4,yes,no,Low
667,4,long_time,4,yes,16,0,3,4,no,yes,Medium
668,4,Medium_time,4,yes,16,0,2,2,no,yes,Medium
669,4,long_time,3,yes,15,0,2,8,no,yes,High
670,2,Medium_time,2,yes,18,1,1,8,yes,yes,Medium
671,0,short_time,1,yes,17,1,2,8,yes,yes,Medium
672,1,short_time,2,no,19,1,5,3,yes,yes,Low
673,4,Medium_time,2,yes,17,0,2,16,yes,yes,Medium
674,4,Medium_time,4,yes,16,0,2,8,yes,yes,Medium
675,3,Medium_time,3,yes,17,2,3,25,no,yes,Medium
676,1,Medium_time,1,yes,15,0,2,0,yes,no,Low
677,1,Medium_time,2,yes,16,2,1,2,no,yes,Low
678,3,Medium_time,3,yes,16,0,3,0,no,yes,High
679,3,Medium_time,2,no,18,1,5,0,no,yes,Low
680,2,short_time,1,no,16,3,1,12,no,no,Low
681,3,long_time,1,yes,16,1,2,0,no,no,Low
682,3,short_time,1,yes,16,1,2,1,no,yes,Low
683,4,Medium_time,4,yes,15,0,3,6,yes,yes,High
684,4,Medium_time,4,yes,17,0,2,6,yes,yes,Medium
685,3,short_time,1,yes,16,1,5,8,yes,yes,Medium
686,4,very_long_time,4,yes,16,1,1,8,yes,yes,Medium
687,4,Medium_time,4,yes,15,0,5,0,yes,yes,High
688,3,Medium_time,2,yes,15,0,4,2,yes,yes,Medium
689,3,long_time,4,yes,15,0,2,6,yes,yes,Medium
690,1,Medium_time,2,no,18,2,5,0,no,no,Low
691,2,long_time,2,yes,17,0,1,4,yes,yes,Low
692,3,Medium_time,2,yes,17,2,5,3,yes,yes,Medium
693,3,short_time,3,yes,16,0,4,4,yes,yes,Medium
694,1,short_time,3,yes,19,0,2,2,yes,yes,Medium
695,2,Medium_time,2,yes,17,0,3,4,no,no,Medium
696,3,short_time,2,yes,17,1,2,2,no,yes,Medium
697,2,short_time,2,yes,17,1,5,10,no,no,Medium
698,4,Medium_time,4,yes,15,0,1,2,yes,yes,High
699,1,Medium_time,1,yes,19,1,2,0,no,yes,Low
700,4,Medium_time,4,yes,15,0,3,0,yes,yes,Medium
701,4,long_time,2,yes,15,0,1,19,yes,yes,High
702,4,Medium_time,4,yes,15,0,3,4,yes,yes,Medium
703,1,short_time,1,no,18,1,2,25,no,yes,Low
704,4,Medium_time,4,yes,15,0,2,6,no,yes,Medium
705,3,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
706,3,short_time,2,yes,20,0,4,4,no,yes,Medium
707,2,short_time,2,yes,16,0,1,0,yes,yes,Medium
708,2,short_time,2,yes,16,0,2,0,no,yes,Medium
709,2,Medium_time,0,no,16,1,3,4,no,yes,Medium
710,2,short_time,2,yes,17,1,3,0,yes,yes,Medium
711,2,short_time,2,no,16,0,2,2,no,yes,Low
712,1,Medium_time,1,yes,17,0,1,4,yes,yes,Medium
713,2,Medium_time,2,yes,17,0,3,14,no,no,Medium
714,3,Medium_time,4,yes,15,0,4,4,no,yes,Medium
715,2,Medium_time,2,yes,15,0,1,0,no,yes,Medium
716,2,Medium_time,1,no,19,1,5,2,no,yes,Low
717,3,Medium_time,2,yes,15,0,2,10,no,yes,Medium
718,0,Medium_time,2,yes,16,1,3,3,no,yes,Low
719,4,short_time,3,yes,15,0,3,1,no,yes,Medium
720,2,Medium_time,2,yes,17,0,4,4,yes,yes,Medium
721,2,very_long_time,2,yes,16,0,5,2,yes,yes,Medium
722,0,Medium_time,3,yes,17,0,3,4,no,no,Low
723,0,Medium_time,2,yes,18,0,2,4,yes,yes,Medium
724,3,short_time,1,no,17,1,5,0,no,yes,Low
725,3,short_time,1,yes,15,0,3,25,no,yes,Medium
726,4,Medium_time,4,yes,16,0,2,0,no,yes,Medium
727,4,Medium_time,4,yes,16,0,1,1,yes,yes,Medium
728,3,Medium_time,1,yes,17,0,1,10,yes,yes,Low
729,3,Medium_time,4,yes,17,0,3,22,yes,yes,Medium
730,3,Medium_time,2,yes,15,0,3,8,no,yes,High
731,2,Medium_time,1,no,16,0,3,9,yes,yes,Low
732,3,short_time,1,no,16,1,5,0,no,yes,Low
733,3,Medium_time,3,yes,16,0,2,2,no,yes,Medium
734,3,long_time,3,yes,16,0,2,4,yes,yes,High
735,3,Medium_time,4,yes,15,0,3,7,no,yes,High
736,3,Medium_time,2,yes,17,1,3,4,yes,yes,Medium
737,3,short_time,2,yes,22,1,2,12,no,yes,High
738,0,Medium_time,0,yes,15,1,3,2,yes,no,Medium
739,2,Medium_time,2,yes,16,0,1,2,no,yes,Medium
740,0,long_time,2,yes,18,0,3,0,no,yes,Medium
741,2,Medium_time,2,yes,17,0,1,4,no,yes,Medium
742,3,Medium_time,2,yes,21,1,2,10,no,yes,High
743,2,Medium_time,2,yes,16,0,3,4,yes,yes,Low
744,1,short_time,2,yes,15,1,4,0,no,yes,Low
745,4,long_time,4,yes,15,0,3,0,no,yes,High
746,2,very_long_time,2,yes,16,0,3,0,no,yes,Low
747,3,short_time,1,yes,18,1,3,2,no,no,Low
748,4,Medium_time,4,yes,16,0,1,4,yes,yes,Medium
749,3,Medium_time,2,yes,17,2,1,16,no,yes,Medium
750,1,short_time,2,yes,20,2,2,16,yes,yes,Medium
751,1,short_time,2,no,18,2,3,0,yes,yes,Medium
752,1,Medium_time,2,yes,17,0,2,2,no,yes,Medium
753,3,Medium_time,2,yes,16,1,2,4,no,no,Medium
754,3,Medium_time,3,yes,18,0,2,4,no,yes,Medium
755,3,short_time,1,yes,15,0,5,0,yes,yes,Medium
756,3,Medium_time,1,no,19,3,1,54,no,yes,Low
757,4,Medium_time,4,yes,16,0,1,2,no,yes,High
758,1,Medium_time,1,no,18,1,1,10,yes,no,Low
759,1,short_time,1,no,19,3,3,4,yes,no,Low
760,1,Medium_time,1,no,19,1,1,0,yes,yes,Low
761,4,short_time,2,yes,18,1,1,4,yes,yes,Medium
762,3,Medium_time,4,yes,16,0,1,2,yes,yes,Medium
763,3,very_long_time,2,yes,16,0,1,21,yes,yes,High
764,3,Medium_time,3,yes,16,1,4,20,no,yes,Low
765,4,Medium_time,3,yes,15,0,3,0,no,yes,High
766,3,short_time,1,yes,15,2,5,4,yes,yes,Low
767,4,Medium_time,3,yes,16,0,2,4,no,yes,High
768,3,short_time,3,yes,15,1,3,2,yes,yes,Medium
769,4,Medium_time,2,yes,17,0,1,2,yes,yes,High
770,3,Medium_time,2,yes,16,0,1,0,no,yes,Medium
771,4,Medium_time,1,yes,17,0,3,6,no,yes,Medium
772,3,Medium_time,2,yes,17,1,2,8,no,yes,Medium
773,3,very_long_time,2,yes,15,0,2,6,yes,yes,Medium
774,3,short_time,1,yes,17,1,3,0,yes,yes,Low
775,1,short_time,2,no,16,1,2,12,no,no,Low
776,4,Medium_time,4,yes,15,0,1,4,yes,no,Medium
777,3,Medium_time,2,yes,17,0,3,6,yes,yes,Medium
778,2,Medium_time,2,yes,15,1,2,0,no,yes,Low
779,3,Medium_time,4,yes,17,0,2,0,no,yes,High
780,1,short_time,1,no,19,1,5,0,yes,yes,Low
781,1,short_time,2,yes,15,0,4,0,yes,yes,Medium
782,1,Medium_time,2,yes,17,0,1,0,yes,yes,Medium
783,3,short_time,1,no,19,1,3,0,no,yes,Low
784,3,Medium_time,2,yes,16,0,1,6,yes,yes,Medium
785,4,Medium_time,2,yes,16,0,1,4,no,yes,High
786,4,Medium_time,4,yes,19,1,1,10,yes,yes,Low
787,1,Medium_time,1,yes,17,0,2,0,yes,no,Low
788,2,short_time,3,yes,16,1,3,0,no,no,Medium
789,3,long_time,2,yes,15,0,4,0,no,yes,Medium
790,3,Medium_time,2,yes,16,1,2,4,yes,no,Medium
791,1,short_time,1,yes,18,0,2,0,yes,yes,Low
792,1,Medium_time,2,yes,15,0,2,10,no,yes,Medium
793,4,Medium_time,2,yes,16,0,2,0,no,yes,Medium
794,4,Medium_time,4,yes,18,0,1,2,yes,yes,High
795,3,Medium_time,4,yes,15,0,1,10,yes,yes,Medium
796,3,short_time,3,yes,17,1,2,4,yes,yes,Low
797,3,long_time,2,yes,15,0,2,2,no,yes,Medium
798,2,Medium_time,3,yes,17,1,2,8,yes,yes,Medium
799,1,Medium_time,1,yes,17,2,1,19,no,yes,Medium
800,1,short_time,1,no,18,1,5,18,yes,no,Low
801,1,Medium_time,4,yes,18,0,2,0,yes,yes,Medium
802,3,Medium_time,2,yes,16,0,4,0,no,yes,Medium
803,3,Medium_time,1,yes,17,1,1,2,yes,yes,Low
804,4,Medium_time,2,yes,17,0,5,4,yes,yes,Medium
805,3,Medium_time,2,yes,16,0,2,4,yes,yes,Medium
806,4,Medium_time,2,yes,16,0,1,0,no,yes,Medium
807,3,Medium_time,3,no,15,1,2,6,no,yes,Medium
808,3,Medium_time,2,yes,15,0,5,8,yes,yes,Medium
809,3,short_time,1,yes,16,0,5,15,yes,yes,Medium
810,2,Medium_time,2,yes,16,0,3,4,no,yes,Medium
811,3,Medium_time,2,yes,15,0,1,4,no,yes,Medium
812,3,Medium_time,2,yes,15,0,5,6,no,no,Medium
813,3,short_time,1,yes,19,1,4,28,no,yes,Medium
814,3,short_time,2,yes,19,0,1,4,no,yes,Medium
815,1,short_time,1,no,19,1,1,4,yes,yes,Low
816,1,Medium_time,1,yes,16,1,5,10,no,yes,Low
817,2,Medium_time,2,yes,15,0,3,2,yes,yes,Medium
818,3,Medium_time,2,yes,17,0,3,16,yes,yes,Medium
819,2,very_long_time,4,yes,16,0,3,6,no,no,Medium
820,1,Medium_time,1,yes,17,3,2,12,no,no,Low
821,3,Medium_time,4,yes,17,0,2,4,no,yes,High
822,4,Medium_time,2,yes,16,0,3,0,yes,no,Medium
823,2,short_time,2,yes,17,0,1,0,yes,yes,Medium
824,3,Medium_time,3,yes,15,0,2,6,yes,yes,Medium
825,1,Medium_time,2,no,16,1,2,13,no,yes,Medium
826,3,very_long_time,2,yes,15,0,2,0,no,yes,Medium
827,4,short_time,3,yes,16,0,3,4,yes,no,High
828,3,Medium_time,1,yes,20,1,2,0,yes,yes,Medium
829,4,long_time,4,yes,15,0,1,0,no,yes,High
830,0,Medium_time,1,yes,18,1,2,0,no,no,Medium
831,4,very_long_time,4,yes,15,0,3,4,yes,yes,High
832,3,long_time,2,yes,17,0,3,0,no,yes,Medium
833,4,Medium_time,4,yes,16,0,3,0,yes,yes,Medium
834,1,Medium_time,1,yes,16,1,3,4,yes,yes,Low
835,4,Medium_time,3,yes,15,0,2,4,no,yes,Medium
836,4,Medium_time,4,yes,15,0,1,0,yes,yes,High
837,3,Medium_time,1,yes,16,0,2,0,yes,yes,Medium
838,4,Medium_time,3,yes,15,0,3,1,yes,yes,Medium
839,4,Medium_time,4,yes,18,0,3,2,no,yes,High
840,4,long_time,2,yes,15,0,3,4,yes,yes,Medium
841,3,Medium_time,3,yes,15,0,2,0,no,yes,Medium
842,3,Medium_time,3,yes,18,0,3,4,no,yes,Medium
843,3,Medium_time,3,yes,15,1,3,14,yes,yes,Medium
844,3,Medium_time,1,no,19,1,5,14,no,yes,Low
845,4,Medium_time,2,yes,17,0,1,1,yes,yes,Medium
846,1,Medium_time,1,no,16,1,5,0,no,yes,Low
847,1,Medium_time,1,yes,18,1,1,0,yes,yes,Low
848,3,short_time,1,yes,17,2,3,2,yes,yes,Medium
849,3,Medium_time,2,yes,15,0,1,2,yes,yes,Medium
850,1,short_time,1,yes,18,2,5,0,no,no,Low
851,4,short_time,2,yes,16,0,2,5,no,yes,Medium
852,2,Medium_time,2,yes,17,0,3,9,no,yes,High
853,4,Medium_time,3,yes,15,0,1,2,no,no,Medium
854,2,Medium_time,2,yes,16,0,3,4,no,yes,Medium
855,2,long_time,2,yes,15,0,1,4,no,yes,Medium
856,3,Medium_time,0,yes,17,0,3,0,yes,yes,Medium
857,3,Medium_time,2,yes,15,0,2,4,no,yes,High
858,3,Medium_time,1,yes,18,1,2,0,no,yes,Medium
859,2,Medium_time,2,yes,16,0,2,8,yes,yes,Medium
860,4,Medium_time,3,yes,16,1,1,8,no,yes,Medium
861,3,Medium_time,2,yes,18,0,4,9,no,yes,Medium
862,1,short_time,1,yes,18,0,2,0,no,yes,Medium
863,1,very_long_time,1,yes,15,0,3,0,yes,yes,Medium
864,1,short_time,1,no,17,1,1,12,no,yes,Low
865,4,Medium_time,4,yes,16,0,1,0,no,yes,Medium
866,1,Medium_time,2,no,17,2,3,0,no,yes,Low
867,2,Medium_time,2,yes,17,1,1,2,no,no,High
868,1,Medium_time,1,yes,16,1,5,0,yes,yes,Low
869,4,long_time,4,yes,17,0,2,0,yes,yes,High
870,3,long_time,1,yes,18,0,1,4,no,yes,Medium
871,1,short_time,2,yes,16,1,1,4,yes,no,Low
872,3,Medium_time,4,yes,15,0,1,4,no,yes,High
873,0,Medium_time,3,yes,16,0,3,4,no,yes,Medium
874,1,Medium_time,1,no,17,1,2,0,no,yes,Low
875,4,Medium_time,3,yes,16,0,2,0,yes,yes,High
876,3,Medium_time,0,yes,17,0,2,26,no,yes,High
877,3,Medium_time,0,yes,16,0,2,8,yes,yes,Medium
878,3,Medium_time,1,no,19,1,3,1,no,yes,Low
879,4,Medium_time,4,yes,17,0,1,4,yes,yes,High
880,3,short_time,1,yes,16,0,2,0,yes,yes,Medium
881,3,long_time,2,yes,17,0,2,0,no,yes,High
882,4,long_time,3,yes,17,0,2,4,yes,yes,High
883,4,very_long_time,3,yes,18,0,3,4,no,yes,Medium
884,1,Medium_time,4,yes,18,1,1,0,no,yes,Low
885,3,Medium_time,2,yes,16,0,3,2,no,yes,Medium
886,4,Medium_time,1,yes,16,0,3,8,yes,yes,Medium
887,3,Medium_time,2,yes,16,0,2,2,no,yes,Medium
888,2,Medium_time,3,yes,15,0,3,3,yes,yes,Medium
889,3,Medium_time,3,yes,17,0,3,14,no,yes,Medium
